question,answer,answer_numeric,is_integer_like,decimals,answer_type,decade,century,q_len_chars,q_len_words,q_wh_type,outlier_iqr,zscore,outlier_z
In which year were women allowed to compete in athletics events for the first time in the Olympic Games?,1928.0,1928.0,True,0,year,1920.0,20.0,104,19,which,False,0.09286574336311043,False
"In the UK, in which year did the Life Peerage Act entitled women to sit in the House of Lords for the first time?",1958.0,1958.0,True,0,year,1950.0,20.0,113,24,which,False,0.09929313395715834,False
How many letters are in the Welsh alphabet?,28.0,28.0,True,0,age,,,43,8,quantity,False,-0.31420232759325684,False
Which three digits can be found in the bushes at the base of the Lincoln Memorial on a US $5 (Five dollar) bill?,172.0,172.0,True,0,medium_int,,,112,23,which,False,-0.28335085274182686,False
In which year was the Ford Anglia car first produced in the UK?,1940.0,1940.0,True,0,year,1940.0,20.0,63,13,which,False,0.09543669960072959,False
How many tiles are at there in a Double-12 set of dominoes?,91.0,91.0,True,0,age,,,59,12,quantity,False,-0.3007048073457562,False
In which year was the Battle of Britain?,1940.0,1940.0,True,0,year,1940.0,20.0,40,8,which,False,0.09543669960072959,False
"How many counters, or pieces, does each player start with in a game of backgammon?",15.0,15.0,True,0,age,,,82,15,quantity,False,-0.31698753018401093,False
"In which year was the Factory Act passed in Britain, to improve conditions for children working in factories?",1833.0,1833.0,True,0,year,1830.0,19.0,109,18,which,False,0.07251233981529207,False
"According to the Bible, how many pieces of silver did each of the Philistines offer Delilah to find out where Samson’s strength lay?",1100.0,1100.0,True,0,year,1100.0,12.0,132,23,quantity,False,-0.08453023703261173,False
How many commandments does the Jewish Torah contain?,613.0,613.0,True,0,medium_int,,,52,8,quantity,False,-0.1888682110093227,False
What is the square root of 196?,14.0,14.0,True,0,age,,,31,7,area,False,-0.3172017765371459,False
What is the largest recorded number of children born to one woman?,69.0,69.0,True,0,age,,,66,12,what,False,-0.3054182271147247,False
How many bones are babies born with?,300.0,300.0,True,0,medium_int,,,36,7,quantity,False,-0.2559273195405558,False
In which year did Patrick Moore present the first episode of ‘The Sky At Night’ on television?,1957.0,1957.0,True,0,year,1950.0,20.0,94,17,which,False,0.0990788876040234,False
In which year were the Academy Awards first broadcast on television?,1953.0,1953.0,True,0,year,1950.0,20.0,68,11,which,False,0.09822190219148369,False
How many books make up the New Testament of the Bible?,27.0,27.0,True,0,age,,,54,11,quantity,False,-0.3144165739463918,False
"In the game of Bingo, ‘Jump and Jive’ is the nickname for which number?",35.0,35.0,True,0,age,,,71,14,which,False,-0.3127026031213123,False
In which year did Queen Elizabeth II first visit Australia as a reigning monarch?,1954.0,1954.0,True,0,year,1950.0,20.0,81,14,which,False,0.09843614854461862,False
"On a standard dartboard, which number lies between 9 and 11?",14.0,14.0,True,0,age,,,60,11,which,False,-0.3172017765371459,False
Amnesty International was founded in which year?,1961.0,1961.0,True,0,year,1960.0,20.0,48,7,which,False,0.09993587301656313,False
How many lines are in an English sonnet?,14.0,14.0,True,0,age,,,40,8,quantity,False,-0.3172017765371459,False
"In British currency slang, how much is a ‘Pony’ worth?",25.0,25.0,True,0,age,,,54,10,other,False,-0.3148450666526616,False
In which year was the Japanese attack on Pearl Harbour in the USA?,1941.0,1941.0,True,0,year,1940.0,20.0,66,13,which,False,0.09565094595386453,False
In which year was the Jif Plastic Lemon launched by Reckitt and Colman?,1957.0,1957.0,True,0,year,1950.0,20.0,71,13,which,False,0.0990788876040234,False
Triskaidekaphobia is the irrational fear of which number?,13.0,13.0,True,0,age,,,57,8,which,False,-0.31741602289028076,False
In which year was Alaska admitted as the 49th US state?,1959.0,1959.0,True,0,year,1950.0,20.0,55,11,which,False,0.09950738031029327,False
In which year did play first take place on the middle Sunday at Wimbledon?,1991.0,1991.0,True,0,year,1990.0,20.0,74,14,which,False,0.10636326361061103,False
Roman numerals LXXXVII is what number?,87.0,87.0,True,0,age,,,38,6,what,False,-0.301561792758296,False
In which year did food rationing begin in Britain?,1940.0,1940.0,True,0,year,1940.0,20.0,50,9,which,False,0.09543669960072959,False
"During which year was Mary, Queen of Scots, executed?",1587.0,1587.0,True,0,year,1580.0,16.0,53,9,which,False,0.019807736944099257,False
In which year was live television coverage of the Olympic Games available internationally for the first time?,1956.0,1956.0,True,0,year,1950.0,20.0,109,17,which,False,0.09886464125088848,False
"Disney’s Magic Kingdom, near Orlando, Florida, opened in which year?",1971.0,1971.0,True,0,year,1970.0,20.0,68,10,which,False,0.10207833654791243,False
In which year did British monarch Queen Elizabeth II first pay Income Tax?,1993.0,1993.0,True,0,year,1990.0,20.0,74,13,which,False,0.1067917563168809,False
"Janis Joplin, Jimi Hendrix and Kurt Cobain all died at what age?",27.0,27.0,True,0,age,,,64,12,what,False,-0.3144165739463918,False
How many metres are in a nautical mile?,1852.0,1852.0,True,0,year,1850.0,19.0,39,8,quantity,False,0.07658302052485574,False
"What is the area dialling code for Liverpool, England?",151.0,151.0,True,0,medium_int,,,54,9,area,False,-0.2878500261576604,False
"What is the sum, in degrees, of the angles in a triangle?",180.0,180.0,True,0,medium_int,,,57,12,what,False,-0.28163688191674746,False
How many cards are dealt to each player in a game of contract rummy?,11.0,11.0,True,0,age,,,68,14,quantity,False,-0.31784451559655064,False
What is the title of the 1985 single by British musician Paul Hardcastle which has a strong anti-war message?,19.0,19.0,True,0,age,,,109,19,which,False,-0.3161305447714712,False
The Greek national anthem has a total of how many verses (or stanzas)?,158.0,158.0,True,0,medium_int,,,70,13,quantity,False,-0.2863503016857159,False
In which year were women first allowed to participate in the Olympic Games?,1900.0,1900.0,True,0,year,1900.0,20.0,75,13,which,False,0.0868668454753324,False
What do the numbers on a standard dice add up to?,21.0,21.0,True,0,age,,,49,11,what,False,-0.31570205206520136,False
In which year was the Sydney Harbour Bridge officially opened?,1932.0,1932.0,True,0,year,1930.0,20.0,62,10,which,False,0.09372272877565016,False
In which year was the Oxford-Cambridge Boat Race declared a draw because it was said that the judge was asleep under a bush as the crews passed the finish line?,1877.0,1877.0,True,0,year,1870.0,19.0,160,30,which,False,0.081939179353229,False
‘The Thought Police’ feature in which 1949 novel?,1984.0,1984.0,True,0,year,1980.0,20.0,49,8,which,False,0.10486353913866653,False
How many medals did Germany win in the 2002 Winter Olympic Games?,36.0,36.0,True,0,age,,,65,12,quantity,False,-0.3124883567681774,False
"In the computer game ‘The Sims’, how many Simoleons does each family start the game with?",20000.0,20000.0,True,0,large_number,,,89,16,quantity,True,3.9647258372175678,True
Which year does Michael J Fox travel back to in the 1985 film ‘Back to the Future’?,1955.0,1955.0,True,0,year,1950.0,20.0,83,17,which,False,0.09865039489775354,False
How many days are in a Leap Year?,366.0,366.0,True,0,medium_int,,,33,8,quantity,False,-0.24178706023365043,False
English actor Joss Ackland was born on 29th February in which year?,1928.0,1928.0,True,0,year,1920.0,20.0,67,12,which,False,0.09286574336311043,False
On January 1st of which year did Spain stop using the peseta as its national currency?,2000.0,2000.0,True,0,year,2000.0,21.0,86,16,which,False,0.1082914807888254,False
"In the game of darts, what score is known as ‘Not old’?",37.0,37.0,True,0,age,,,55,12,what,False,-0.31227411041504244,False
How many inches are in an imperial mile?,63360.0,63360.0,True,0,large_number,,,40,8,quantity,True,13.254447709148138,True
"In 1930, Australian cricketer Don Bradman scored a world record how many runs in 415 minutes at Sydney Cricket Ground?",452.0,452.0,True,0,medium_int,,,118,20,quantity,False,-0.22336187386404646,False
"In a rugby union team, what number does the fly half wear on their shirt?",10.0,10.0,True,0,age,,,73,15,what,False,-0.3180587619496856,False
What is the square root of 225?,15.0,15.0,True,0,age,,,31,7,area,False,-0.31698753018401093,False
"The Yom Kippur War, or October War, took place during which year?",1973.0,1973.0,True,0,year,1970.0,20.0,65,12,which,False,0.1025068292541823,False
How many numbered boxes are there at the beginning of a game of UK tv’s ‘Deal or No Deal’?,22.0,22.0,True,0,age,,,90,19,quantity,False,-0.3154878057120664,False
"How many circles, on which players have to put their hand or foot, are on the mat in a game of ‘Twister’?",24.0,24.0,True,0,age,,,105,22,quantity,False,-0.31505931300579654,False
How many wooden blocks are in a traditional game of ‘Jenga’?,54.0,54.0,True,0,age,,,60,11,quantity,False,-0.30863192241174864,False
"On a standard dartboard, what number lies between 2 and 10?",15.0,15.0,True,0,age,,,59,11,what,False,-0.31698753018401093,False
How many edges does a cube have?,12.0,12.0,True,0,age,,,32,7,quantity,False,-0.3176302692434157,False
"In the game of Bingo, ‘Dirty Knees’ represents which number?",33.0,33.0,True,0,age,,,60,10,which,False,-0.3131310958275822,False
"In the game of darts, what is the maximum score that can be achieved in one throw of three darts?",180.0,180.0,True,0,medium_int,,,97,20,what,False,-0.28163688191674746,False
Brazil is made up of how many states?,26.0,26.0,True,0,age,,,37,8,quantity,False,-0.3146308202995267,False
In which year did Oliver Cromwell become Lord Protector?,1653.0,1653.0,True,0,year,1650.0,17.0,56,9,which,False,0.03394799625100465,False
"In the UK television game show ‘The Exit List’, how many rooms are there altogether?",26.0,26.0,True,0,age,,,84,15,quantity,False,-0.3146308202995267,False
What age was Queen Elizabeth II at her coronation in 1953?,27.0,27.0,True,0,age,,,58,11,what,False,-0.3144165739463918,False
In which year was women’s football officially introduced into the Summer Olympics?,1996.0,1996.0,True,0,year,1990.0,20.0,82,12,which,False,0.10743449537628569,False
"How many pins are on a SCART connector, used to connect video equipment?",21.0,21.0,True,0,age,,,72,13,quantity,False,-0.31570205206520136,False
The diameter of a standard CD measures how many centimetres?,12.0,12.0,True,0,age,,,60,10,quantity,False,-0.3176302692434157,False
What do the interior angles of an octagon add up to in degrees?,1080.0,1080.0,True,0,year,1080.0,11.0,63,13,what,False,-0.08881516409531032,False
In which year was the first Olympic Commemorative Coin minted?,1951.0,1951.0,True,0,year,1950.0,20.0,62,10,which,False,0.09779340948521383,False
In the nursery rhyme ‘Sing a Song of Sixpence’ how many blackbirds were baked in a pie?,24.0,24.0,True,0,age,,,87,17,quantity,False,-0.31505931300579654,False
How many ‘Books’ make up the Old Testament of the Bible?,39.0,39.0,True,0,age,,,56,11,quantity,False,-0.3118456177087726,False
During which year were the first Youth Olympics held?,2010.0,2010.0,True,0,year,2010.0,21.0,53,9,which,False,0.1104339443201747,False
How many ounces are in a US (short) ton?,32000.0,32000.0,True,0,large_number,,,40,9,quantity,True,6.535682074836729,True
‘Duck and dive’ represents which number in the game of Bingo?,25.0,25.0,True,0,age,,,61,11,which,False,-0.3148450666526616,False
"In poetry, a sonnet consists of how many lines?",14.0,14.0,True,0,age,,,47,9,quantity,False,-0.3172017765371459,False
"In the UK, during which year were women first allowed to vote in a General Election?",1918.0,1918.0,True,0,year,1910.0,20.0,84,16,which,False,0.09072327983176114,False
What is the highest number on a Euromillions lottery ticket?,50.0,50.0,True,0,age,,,60,10,what,False,-0.30948890782428834,False
The term ‘Googol’ is written in number form as number 1 followed by how many zeros?,100.0,100.0,True,0,age,,,83,16,quantity,False,-0.2987765901675419,False
The laws of cricket state that the length of a cricket bat must be no more than how many inches?,38.0,38.0,True,0,age,,,96,20,quantity,False,-0.3120598640619075,False
"In days, what is the average gestation period of a lioness?",110.0,110.0,True,0,age,,,59,11,what,False,-0.29663412663619254,False
The Pulitzer Prize is awarded in how many categories?,21.0,21.0,True,0,age,,,53,9,quantity,False,-0.31570205206520136,False
How many years make up a vicennial period?,20.0,20.0,True,0,age,,,42,8,age,False,-0.3159162984183363,False
Roman numerals MCMLXVIII represent which year?,1968.0,1968.0,True,0,year,1960.0,20.0,46,6,which,False,0.10143559748850764,False
During which year did the pre-decimal halfpenny coin cease to be legal tender in the UK?,1969.0,1969.0,True,0,year,1960.0,20.0,88,16,which,False,0.10164984384164256,False
How many yards are in a UK mile?,1760.0,1760.0,True,0,year,1760.0,18.0,32,8,quantity,False,0.05687235603644217,False
"In the game of Bingo, which number is known as ‘Fat Lady With a Crutch’?",87.0,87.0,True,0,age,,,72,15,which,False,-0.301561792758296,False
What is the square root of 361?,19.0,19.0,True,0,age,,,31,7,area,False,-0.3161305447714712,False
How many players are on the field in a rugby union team?,15.0,15.0,True,0,age,,,56,12,quantity,False,-0.31698753018401093,False
How many properties are on a standard Monopoly board?,28.0,28.0,True,0,age,,,53,9,quantity,False,-0.31420232759325684,False
How many holes are on a classic cribbage board?,121.0,121.0,True,0,medium_int,,,47,9,quantity,False,-0.2942774167517083,False
The European country of Switzerland is made up of how many cantons?,26.0,26.0,True,0,age,,,67,12,quantity,False,-0.3146308202995267,False
"In the game of darts, what score is known as ‘Bag O’nuts’?",45.0,45.0,True,0,age,,,58,12,what,False,-0.31056013958996304,False
"Not including Sundays, how many days are there in Lent?",40.0,40.0,True,0,age,,,55,10,quantity,False,-0.3116313713556377,False
A pentadecagon has how many sides?,15.0,15.0,True,0,age,,,34,6,quantity,False,-0.31698753018401093,False
How many players in one team are on the field in a game of shinty?,12.0,12.0,True,0,age,,,66,15,quantity,False,-0.3176302692434157,False
