question,answer_true,answer_model,confidence_verbalized,prob_all_tokens.n_tokens,prob_all_tokens.logprob_sum,prob_all_tokens.logprob_avg,prob_all_tokens.prob_joint,prob_all_tokens.prob_geo_mean,prob_all_tokens.perplexity,prob_all_tokens.p_min,prob_all_tokens.frac_p_gt_0_1,prob_all_tokens.frac_p_gt_0_01,prob_tokens_only.n_tokens,prob_tokens_only.logprob_sum,prob_tokens_only.logprob_avg,prob_tokens_only.prob_joint,prob_tokens_only.prob_geo_mean,prob_tokens_only.perplexity,prob_tokens_only.p_min,prob_tokens_only.frac_p_gt_0_1,prob_tokens_only.frac_p_gt_0_01,judge_confidence,abs_error,rel_error,log_error,qid,model_answer_raw,parse_error,model,logprobs_k,judge,is_correct,log1p_abs_error
How many counters does each player have at the start of a game of backgammon?,15.0,15.0,1.0,26.0,-0.24849341671569,-0.009557439104449615,0.7799749956153816,0.9904880880601887,1.009603257277369,0.8008710989657571,1.0,1.0,2.0,1.2582168200000001e-06,6.291084100000001e-07,1.0,1.0,0.9999993708917879,0.9999998770654276,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"How many centimetres make up a hand, the measurement used on horses?",10.0,10.16,0.95,30.0,-0.032284778142016995,-0.0010761592714005664,0.9682308118427533,0.998924419580324,1.0010767385385653,0.968834457673635,1.0,1.0,5.0,6.3339247e-06,1.2667849399999999e-06,1.0,1.0,0.9999987332158624,0.9999988684437402,1.0,1.0,0.9,0.16000000000000014,0.016000000000000014,0.014440684154794159,,,,,,,0,0.1484200051182734
In what year did the weather forecast appear in The Times newspaper for the first time?,1860.0,1861.0,0.9,28.0,-0.39686513248265,-0.014173754731523214,0.6724247077684241,0.9859262200334316,1.0142746786530246,0.7423333484716474,1.0,1.0,4.0,-0.00026912195449999997,-6.728048862499999e-05,0.9997309142555648,0.9999327217746563,1.0000672827520078,0.9998026452170178,1.0,1.0,0.9,1.0,0.0005376344086021505,0.0005372011947617494,,,,,,,0,0.6931471805599453
In what year did Percy L. Spencer invent the microwave?,1947.0,1945.0,0.9,28.0,-0.60513189463178,-0.021611853379706426,0.5460024071038828,0.9786200093915757,1.0218470809949172,0.5468756135231416,1.0,1.0,4.0,-7.529882819999999e-05,-1.8824707049999998e-05,0.9999247040066856,0.9999811754701337,1.0000188248842359,0.9999246076221482,1.0,1.0,0.95,2.0,0.001027221366204417,0.001027221456530114,,,,,,,0,1.0986122886681098
When was the nobel prize for literature first awarded?,1901.0,1901.0,0.98,29.0,-0.7264688412018869,-0.02505064969661679,0.4836136952814743,0.9752605141281859,1.0253670537394097,0.588832480026743,1.0,1.0,4.0,7.25570124e-06,1.81392531e-06,1.0,1.0,0.9999981860763352,0.9999997047707836,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In what year was highwayman Dick Turpin hanged?,1739.0,1739.0,0.95,29.0,-0.096767077247465,-0.0033367957671539654,0.9077674211970344,0.9966687651489087,1.003342369067414,0.9086937048034012,1.0,1.0,4.0,6.016344e-07,1.504086e-07,1.0,1.0,0.9999998495914113,0.9999973010308423,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
Chemically pure gold contains how many carats?,24.0,24.0,1.0,26.0,-0.024693514934501,-0.0009497505744038847,0.9756088757622221,0.9990507002959235,1.0009502017302978,0.984930146089953,1.0,1.0,2.0,2.6938505e-06,1.34692525e-06,1.0,1.0,0.999998653075657,1.000000660307918,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
What is the boiling point of water in degrees Fahrenheit?,212.0,212.0,0.99,28.0,-0.89272449264026,-0.031883017594295,0.4095384469131928,0.9686198869363185,1.0323967259880806,0.4200278753609853,1.0,1.0,3.0,-7.282942500000001e-07,-2.4276475e-07,0.9999992717060152,0.9999997572352795,1.0000002427647794,0.9999985639016312,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In what year was Albert Einstein born?,1879.0,1879.0,1.0,28.0,-0.34254322629886,-0.012233686653530714,0.7099624296740902,0.9878408406668294,1.0123088242889033,0.7163849334035887,1.0,1.0,4.0,1.0183896e-05,2.545974e-06,1.0,1.0,0.999997454029241,1.0000016250428203,1.0,1.0,0.99,0.0,0.0,0.0,,,,,,,1,0.0
How many housing property squares are there on a Monopoly board?,22.0,28.0,0.99,27.0,-0.9552473855019,-0.035379532796366665,0.3847169593816622,0.9652390068703354,1.0360128350411082,0.6338471131984866,1.0,1.0,2.0,-0.31109651689679996,-0.15554825844839998,0.7326431600124838,0.8559457693174748,1.1682983149708106,0.7326425276661007,1.0,1.0,0.9,6.0,0.2727272727272727,0.23180161405732447,,,,,,,0,1.9459101490553132
"On a football pitch, how many yards should the penalty spot be from the goal line?",12.0,12.0,1.0,26.0,-0.05236699740299,-0.0020141152847303846,0.9489805295375278,0.9979879116843815,1.0020161449773701,0.9565000823564035,1.0,1.0,2.0,4.485948e-06,2.242974e-06,1.0,1.0,0.9999977570285155,1.0000015776616444,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In what year was the first World Cup held?,1930.0,1930.0,1.0,28.0,-0.30352922118726,-0.010840329328116429,0.7382083174931435,0.9892182153031943,1.0108992985875225,0.7409269511422312,1.0,1.0,4.0,4.93647534e-06,1.234118835e-06,1.0,1.0,0.9999987658819265,1.0000007525089232,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
What was the number on the back of the jersey that both Maradona and Pele said was lucky?,10.0,10.0,0.95,27.0,-0.74893047591875,-0.027738165774768515,0.4728720304064323,0.9726430046908949,1.0281264504830312,0.4859372396223578,1.0,1.0,2.0,2.7958303999999997e-06,1.3979151999999999e-06,1.0,1.0,0.9999986020857771,1.0000005848707711,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In what year was the first penalty scored in an FA Cup final?,1910.0,1901.0,0.9,28.0,-1.08232775771412,-0.03865456277550428,0.3388059488686783,0.9620829910299526,1.0394113702493124,0.5281405328445039,1.0,1.0,4.0,-0.0927262655516,-0.0231815663879,0.9114429594875592,0.9770850618614835,1.023452347224366,0.9161414727499761,1.0,1.0,0.75,9.0,0.004712041884816754,0.004720701134937499,,,,,,,0,2.302585092994046
The Beatles' last live performance was at Candlestick Park in San Francisco. In what year was this?,1966.0,1966.0,0.99,29.0,-0.35753136937966995,-0.01232866790964379,0.6994007588306619,0.987747018758675,1.0124049792189944,0.7064918730766052,1.0,1.0,4.0,-3.1739473000000003e-06,-7.934868250000001e-07,0.999996826057737,0.9999992065134898,1.0000007934871398,0.9999971184921516,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"When women first got the vote in Britain in 1918, how old did they have to be?",30.0,30.0,0.95,27.0,-0.82102699392555,-0.03040840718242778,0.43997956605798205,0.9700492775448588,1.0308754649361163,0.4584956521960702,1.0,1.0,2.0,2.0433218e-06,1.0216609e-06,1.0,1.0,0.9999989783396219,1.0000007003548452,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
For how many years did Louis XIV of France reign?,72.0,72.0,0.99,27.0,-1.53865806176463,-0.05698733562091222,0.2146689807388504,0.9446060321396522,1.0586424032618904,0.214700359429013,1.0,1.0,2.0,4.3398468e-06,2.1699234e-06,1.0,1.0,0.9999978300789543,1.0000007644996922,1.0,1.0,0.9,0.0,0.0,0.0,,,,,,,1,0.0
How many players in total get down in a normal rugby union scrum?,16.0,16.0,1.0,24.0,-0.54576077490014,-0.022740032287505832,0.5794008220224484,0.9775165734918204,1.0230005578604828,0.6109436255151232,1.0,1.0,2.0,-0.0009215213189000001,-0.00046076065945000003,0.9990789031514744,0.9995393454744412,1.0004608668259478,0.9990765807142381,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In what year was the first World Snooker Championship held?,1927.0,1927.0,0.95,29.0,-0.19723468867859,-0.00680119616133069,0.8209979317813736,0.993221879629319,1.0068243768182097,0.8269331347569004,1.0,1.0,4.0,9.136273000000002e-07,2.2840682500000004e-07,1.0,1.0,0.9999997715932011,0.9999970104589687,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In what year did Agatha Christie die?,1976.0,1976.0,0.99,29.0,-0.04562274767032,-0.001573198195528276,0.9554023219649016,0.9984280386320763,1.0015744363209966,0.9747858364841591,1.0,1.0,4.0,4.46382909e-06,1.1159572725e-06,1.0,1.0,0.9999988840433501,1.000000551343112,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In which year was British Prime Minister Spencer Perceval assasinated?,1812.0,1812.0,0.95,29.0,-0.15468031088422,-0.005333803823593793,0.8566890078624075,0.9946803956510658,1.0053480538796105,0.8598135633831584,1.0,1.0,4.0,5.1341486e-06,1.28353715e-06,1.0,1.0,0.9999987164636738,1.0000005653129598,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In what year did Sir Frederick Banting and J. J. R. MacLeod discover insulin?,1922.0,1921.0,0.95,29.0,-1.404938688970564,-0.04844616168864014,0.24538210062092916,0.9527086301489816,1.0496388595153412,0.2453999623814899,1.0,1.0,4.0,7.48131427e-06,1.8703285675e-06,1.0,1.0,0.9999981296731816,1.000000149011621,1.0,1.0,0.95,1.0,0.0005202913631633715,0.0005201560585419429,,,,,,,0,0.6931471805599453
How many yards are in a furlong?,220.0,220.0,1.0,27.0,-0.02402552129649,-0.0008898341220922222,0.9762607939987942,0.9991105616628871,1.00089023014193,0.9891635064488355,1.0,1.0,3.0,1.8309801999999999e-06,6.103267333333333e-07,1.0,1.0,0.9999993896734529,0.9999972153493771,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
What is the atomic number of the element Californium?,98.0,98.0,1.0,26.0,-0.01042844883228,-0.00040109418585692306,0.9896257389119556,0.9995989862416627,1.0004011746348853,0.9925028501869781,1.0,1.0,2.0,1.69407576e-06,8.4703788e-07,1.0,1.0,0.9999991529624788,1.0000004684553698,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In which year was the film studio Paramount opened?,1912.0,1912.0,0.95,29.0,-0.58118442433409,-0.020040842218416895,0.5592356018902098,0.9801586406359653,1.0202430081636182,0.5621580167582195,1.0,1.0,4.0,-8.79075375e-06,-2.1976884375e-06,0.9999912092848886,0.9999978023139774,1.0000021976908524,0.9999927003203428,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
What 1948 novel was originally going to be called The Last Man in Europe?,1984.0,1984.0,0.95,29.0,-0.827932398447154,-0.028549393049901863,0.43695179519590943,0.9718542901131646,1.0289608330931563,0.44230287235323135,1.0,1.0,4.0,-2.5904738e-06,-6.4761845e-07,0.9999974095295553,0.9999993523817597,1.0000006476186598,0.9999939985753086,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
How many black keys are there on the a standard piano?,36.0,36.0,0.99,27.0,-0.9354194757443001,-0.03464516576830741,0.3924212198182287,0.9659481069091539,1.0352523006642722,0.4135797364902841,1.0,1.0,2.0,4.9868104e-06,2.4934052e-06,1.0,1.0,0.9999975065979085,1.0000011464587573,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In what year was the first Christmas card produced?,1843.0,1843.0,0.95,29.0,-1.18591504392736,-0.04089362220439172,0.3054665362762764,0.9599312398858222,1.0417412815098546,0.3055461646508439,1.0,1.0,4.0,3.65963207e-06,9.149080175e-07,1.0,1.0,0.999999085092401,0.9999969191897458,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
How many pieces does each player have in backgammon?,15.0,15.0,0.99,27.0,-0.203122157174697,-0.007523042858322111,0.8161785332720279,0.9925051843992915,1.0075514120414844,0.8311458733510502,1.0,1.0,2.0,2.7883798e-06,1.3941899e-06,1.0,1.0,0.9999986058110719,1.0000013187536696,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In what year did the Japanese bomb Pearl Harbour?,1941.0,1941.0,1.0,28.0,-0.048228807840044005,-0.0017224574228587146,0.9529157275422275,0.9982790251555799,1.0017239417047272,0.964239173359378,1.0,1.0,4.0,4.46010378e-06,1.115025945e-06,1.0,1.0,0.9999988849746766,0.9999998630955894,1.0,1.0,0.99,0.0,0.0,0.0,,,,,,,1,0.0
How many times has Bob Hope hosted the Oscars ceremony?,18.0,19.0,0.95,27.0,-0.05806623717851,-0.002150601376981852,0.9435874447968013,0.9978517095092643,1.002152915578801,0.9489241365296675,1.0,1.0,2.0,1.12783167e-06,5.63915835e-07,1.0,1.0,0.999999436084324,1.0000000400468707,1.0,1.0,0.95,1.0,0.05555555555555555,0.05129329438755059,,,,,,,0,0.6931471805599453
In what year was the first English translation of the Bible completed?,1388.0,1382.0,0.8,28.0,-0.31559816679252,-0.011271363099732857,0.729352469333401,0.9887919207251805,1.011335124245958,0.7823598249961174,1.0,1.0,4.0,-0.00010444037639999999,-2.6110094099999998e-05,0.9998955650773063,0.9999738902467655,1.0000261104349715,0.9999029739333333,1.0,1.0,0.9,6.0,0.004322766570605188,0.004329011089585499,,,,,,,0,1.9459101490553132
How many UK top 40 hits did Prince have in the 1980s?,20.0,12.0,0.8,26.0,-2.96334687907538,-0.1139748799644377,0.051645775426996526,0.8922803697155078,1.1207239719045228,0.2491322746681128,1.0,1.0,2.0,-2.2280341,-1.11401705,0.1077400281987669,0.328237761689247,3.04657207889058,0.2491322746681128,1.0,1.0,0.8,8.0,0.4,0.4795730802618863,,,,,,,0,2.1972245773362196
In what year did Bugs Bunny make his debut?,1937.0,1940.0,0.9,28.0,-0.91133129644064,-0.03254754630145143,0.4019887015156141,0.9679764250382576,1.0330830112525484,0.40249832645819555,1.0,1.0,4.0,-0.0011185407606,-0.00027963519015,0.9988820845729411,0.9997204039041256,1.0002796742917144,0.9988844623752177,1.0,1.0,0.95,3.0,0.0015487867836861124,0.0015467907182982188,,,,,,,0,1.3862943611198906
How many own goals were scored in the 2001/02 Premiership season?,24.0,34.0,0.85,27.0,-4.78648100083919,-0.1772770741051552,0.008341760440955269,0.8375476895941122,1.1939618632159494,0.11234347044716173,1.0,1.0,2.0,-2.244501012,-1.122250506,0.10598041013465245,0.3255463256353118,3.0717594432942072,0.11234347044716173,1.0,1.0,0.9,10.0,0.4166666666666667,0.33647223662121295,,,,,,,0,2.3978952727983707
In what year was Mary Poppins written?,1934.0,1934.0,0.9,28.0,-0.506818063399484,-0.01810064512141014,0.6024093608247435,0.9820621876161587,1.0182654546830514,0.6036211276303377,1.0,1.0,4.0,3.74135565e-06,9.353389125e-07,1.0,1.0,0.9999990646615249,0.9999986886986597,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
How many hurdles must a runner jump over in the 110m men's hurdles race?,10.0,10.0,1.0,26.0,-0.0258628170712365,-0.0009947237335090962,0.9744687609184401,0.9990057708401423,1.0009952186352453,0.9791541081492475,1.0,1.0,2.0,6.0059828e-06,3.0029914e-06,1.0,1.0,0.999996997013109,1.0000023571801782,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
How many kilometres long is the walk - the longest race in men's athletics?,50.0,50.0,0.95,27.0,-0.19920649575073499,-0.007378018361138333,0.819380677234241,0.9926491324023523,1.0074053029995176,0.8604754445462993,1.0,1.0,2.0,-1.9613654000000002e-06,-9.806827000000001e-07,0.9999980386365235,0.9999990193177809,1.0000009806831809,0.9999970644755086,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
What is Sir Donald Bradman's test cricket batting average?,99.94,99.94,1.0,29.0,-0.44515363274659997,-0.015350125267124136,0.6407258320010111,0.9847670873963204,1.0154685435760802,0.6421519378337948,1.0,1.0,5.0,1.45519158e-06,2.91038316e-07,1.0,1.0,0.9999997089617263,0.9999970682007977,1.0,1.0,0.99,0.0,0.0,0.0,,,,,,,1,0.0
"According to the Highway Code, passengers of what age and above are responsible for themselves wearing a seatbelt?",14.0,14.0,0.95,27.0,-0.025346053529618,-0.0009387427233191852,0.9749724609822342,0.9990616977577875,1.0009391834801777,0.9766310479304053,1.0,1.0,2.0,-3.3751130580000002e-06,-1.6875565290000001e-06,0.9999966248926377,0.9999983124448949,1.000001687557953,0.9999966602827769,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In which year did Czechoslovakia become the first country to make seat belts compulsory?,1969.0,1969.0,0.8,28.0,-0.5123947571504099,-0.018299812755371785,0.5990592582370246,0.9818666120906518,1.0184682804018943,0.6353957537292153,1.0,1.0,4.0,-0.0006795711905,-0.000169892797625,0.9993206596657042,0.9998301216333391,1.0001699072302237,0.9994401189918976,1.0,1.0,0.8,0.0,0.0,0.0,,,,,,,1,0.0
In which year did California become one of the United States of America?,1850.0,1850.0,0.99,29.0,-0.062195576733687995,-0.002144675059782345,0.9396990855402511,0.9978576231125358,1.0021469765203392,0.9553921180076168,1.0,1.0,4.0,5.0514936999999994e-06,1.2628734249999999e-06,1.0,1.0,0.9999987371273724,0.9999972432889997,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"In which year did Charles, Duke of Orleans, send the first known Valentine's card?",1415.0,1415.0,0.8,28.0,-0.073149203837605,-0.00261247156562875,0.9294621403612845,0.997390937968462,1.002615887043101,0.9330484446094249,1.0,1.0,4.0,8.91066158e-06,2.227665395e-06,1.0,1.0,0.9999977723370862,1.0000000856816837,1.0,1.0,0.9,0.0,0.0,0.0,,,,,,,1,0.0
"How many different ways are there to make change of a dollar? 111, 293 or 487?",293.0,293.0,0.9,27.0,-0.61603206153372,-0.022816002279026668,0.5400832084707805,0.9774423143867883,1.023078278156357,0.5524916106772952,1.0,1.0,3.0,1.7334241600000002e-06,5.778080533333334e-07,1.0,1.0,0.9999994221921136,0.9999991524968191,1.0,1.0,0.9,0.0,0.0,0.0,,,,,,,1,0.0
How many teaspoons are there in a cup?,48.0,48.0,1.0,26.0,-0.09229256651519,-0.0035497140967380766,0.9118383371520903,0.9964565786902793,1.0035560217931203,0.9203526658007705,1.0,1.0,2.0,6.3169282e-06,3.1584641e-06,1.0,1.0,0.999996841540888,1.0000027592798069,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"In degrees centigrade, what is the normal body temperature?",37.0,37.0,0.95,29.0,-2.59823242454167,-0.08959422153591966,0.07440497846410483,0.9143021141162415,1.0937303814140182,0.08412786795571124,0.9655172413793104,1.0,4.0,-0.1228122668953,-0.030703066723825,0.8844296837069118,0.9697634853773671,1.03117926698474,0.884428743466058,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
How many bones are there in a normal human hand?,27.0,27.0,0.95,27.0,-0.22267533585765,-0.008247234661394445,0.8003746600692209,0.9917866804789693,1.0082813367861163,0.8020575384386405,1.0,1.0,2.0,1.4402903400000001e-06,7.201451700000001e-07,1.0,1.0,0.9999992798550893,1.0000005289913398,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In what year was the best foreign film category introduced to the Academy Awards?,1948.0,1956.0,0.95,29.0,-0.21967805657785,-0.007575105399236207,0.8027772052046582,0.9924535134025946,1.0076038690936089,0.8145033972377451,1.0,1.0,4.0,-1.16496809e-05,-2.912420225e-06,0.9999883503869572,0.9999970875840161,1.000002912424466,0.9999878679675936,1.0,1.0,0.95,8.0,0.004106776180698152,0.00409626788851547,,,,,,,0,2.1972245773362196
How many points would the word Scrabble score in the game of Scrabble?,14.0,14.0,1.0,26.0,-0.385789729839288,-0.014838066532280307,0.6799134761665873,0.9852714751122551,1.0149486971456945,0.6931433132126456,1.0,1.0,2.0,-0.0005861516081,-0.00029307580405,0.9994140201451944,0.9997069671384682,1.0002931187549593,0.9994124564413546,1.0,1.0,0.9,0.0,0.0,0.0,,,,,,,1,0.0
In which year were red and yellow cards first used in the English leagues?,1976.0,1976.0,0.9,28.0,-0.17071472448916,-0.0060969544460414285,0.8430620441251024,0.9939215942646904,1.0061155787039786,0.8611740640538014,1.0,1.0,4.0,1.8598512299999999e-06,4.6496280749999997e-07,1.0,1.0,0.9999995350373005,0.99999857880281,1.0,1.0,0.9,0.0,0.0,0.0,,,,,,,1,0.0
In which year was actor Sean Connery born?,1930.0,1930.0,0.98,29.0,-1.56515365647441,-0.0539708157404969,0.20905588791452756,0.9474597570097338,1.055453799068034,0.21109550871116992,1.0,1.0,4.0,1.9110739e-06,4.77768475e-07,1.0,1.0,0.9999995222316391,0.9999979846200309,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In which year did Superman appear in comics for the first time?,1938.0,1938.0,0.99,29.0,-0.050888827038260004,-0.001754787139250345,0.9503843216993761,0.9982467515995171,1.0017563276791772,0.9524585442743366,1.0,1.0,4.0,2.0861629999999984e-07,5.215407499999996e-08,1.0,1.0,0.9999999478459264,0.999998383225307,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"On a darts board, which number is directly opposite 1?",19.0,19.0,1.0,26.0,-0.140412558373448,-0.005400483014363384,0.8689996483533963,0.9946140733783917,1.005415091909281,0.8852987237215728,1.0,1.0,2.0,-0.005276720455999999,-0.0026383602279999997,0.9947371769783483,0.997365117185451,1.0026418437632796,0.9947739950272751,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,1,0.0
"In cricket, how many runs is a double nelson?",222.0,222.0,0.95,28.0,-0.9281618764902899,-0.033148638446081784,0.3952796157699832,0.9673947568485832,1.0337041760052874,0.5837203871130711,1.0,1.0,3.0,-0.36911553508510003,-0.12303851169503334,0.6913455311711904,0.884229608724059,1.1309279740620735,0.6913442764390234,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,1,0.0
"In centimetres, how high is a table tennis table?",76.0,76.0,0.99,27.0,-0.30853148177198,-0.01142709191748074,0.7345248276920328,0.9886379493175711,1.0114926305330194,0.7390528315454673,1.0,1.0,2.0,-2.542510999999999e-07,-1.2712554999999995e-07,0.9999997457489324,0.9999998728744581,1.000000127125558,0.9999972954428573,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In which year was Wuthering Heights by Emily Bronte first published?,1847.0,1847.0,0.98,29.0,-0.30135396575442996,-0.010391516060497584,0.7398158569168923,0.9896622892084685,1.0104456953692753,0.7402893023966353,1.0,1.0,4.0,4.248693499999999e-06,1.0621733749999998e-06,1.0,1.0,0.9999989378271891,0.9999972488768843,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
How many points would you get for the word Scrabble in a game of Scrabble?,14.0,14.0,1.0,26.0,-1.83663455428117,-0.07063979054927577,0.15935281794444098,0.9317974739403677,1.073194581405355,0.1634150819532842,1.0,1.0,2.0,-1.3621175100000001e-05,-6.8105875500000004e-06,0.9999863789176677,0.999993189435642,1.000006810610742,0.9999855332886439,1.0,1.0,0.9,0.0,0.0,0.0,,,,,,,1,0.0
In which year did Karl Marx publish the first volume of Das Kapital?,1867.0,1867.0,0.98,29.0,-1.01028888434437,-0.03483754773601276,0.36411377760673463,0.9657622937857656,1.0354514836979432,0.3662294974047643,1.0,1.0,4.0,-1.9054859e-06,-4.76371475e-07,0.9999980945159155,0.9999995236286384,1.0000004763715884,0.9999969415413771,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
